Pigmento Blanco (TiO2),Extender (CaCO3),Ligante (Resina Acrílica),Coalescente,Dispersante,Aditivo Antimicrobiano,Otros Aditivos,Agua,Tipo de Pintura,Proveedor Pigmento Blanco,Estado Final,Resistencia al Fregado (Ciclos),Viscosidad Final (KU),Poder Cubriente (m²/L),Brillo (60°),Estabilidad (meses),L,a,b
474.34,161.19,234.28,15.49,3.24,1.96,1.61,242.44,Mate,Proveedor B,Éxito,1245.0,91.0,17.53,19.0,19.5,96.29,4.54,-2.75
435.14,215.97,589.39,11.28,7.5,0.71,10.73,98.92,Satinado,Proveedor C,Éxito,1613.0,93.3,18.06,21.0,26.0,94.58,-4.44,3.33
416.6,188.15,446.81,11.04,8.76,1.12,2.64,273.89,Brillante,Proveedor A,Éxito,1685.0,91.1,19.03,69.0,19.4,95.91,1.36,0.41
497.55,112.13,580.23,7.11,1.03,1.66,9.3,150.23,Brillante,Proveedor A,Éxito,1817.0,92.7,19.2,52.0,22.0,90.0,-0.72,4.38
407.43,195.48,597.06,18.02,4.31,1.86,8.37,224.08,Satinado,Proveedor A,Éxito,1787.0,91.8,19.33,33.0,23.7,89.21,0.68,-0.58
437.75,180.12,222.84,19.48,0.62,2.01,2.18,223.48,Brillante,Proveedor B,Éxito,1243.0,91.1,21.06,60.0,24.5,92.1,4.23,-1.66
387.0,242.42,565.01,17.86,2.28,1.75,11.56,58.85,Brillante,Proveedor B,Éxito,1638.0,96.2,18.36,46.0,18.5,87.92,-4.17,-3.47
364.7,180.8,261.88,8.69,4.06,1.79,8.51,127.72,Satinado,Proveedor B,Éxito,1227.0,91.7,19.42,40.0,23.4,85.07,-0.62,-3.97
399.63,229.75,226.73,15.29,8.01,0.5,4.02,245.52,Mate,Proveedor A,Éxito,1407.0,90.9,17.68,12.0,25.3,94.91,-2.8,-2.42
468.28,194.78,233.25,16.64,2.41,1.17,8.25,118.76,Mate,Proveedor C,Éxito,1391.0,92.1,21.79,10.0,23.6,87.02,-4.11,0.47
410.6,199.43,594.61,12.14,9.83,1.52,4.07,219.74,Satinado,Proveedor B,Éxito,1891.0,91.6,20.76,46.0,22.0,91.41,3.46,1.48
389.44,237.56,240.94,12.12,1.79,0.18,4.47,253.21,Satinado,Proveedor B,Éxito,1244.0,91.0,16.6,49.0,15.3,95.26,1.98,4.09
122.43,244.34,433.1,8.13,7.56,2.55,9.72,283.92,Brillante,Proveedor B,Falla - Bajo Poder Cubriente,1718.0,91.1,3.91,78.0,29.8,88.8,0.49,-1.01
471.59,109.25,411.67,13.63,5.7,0.64,7.38,134.69,Mate,Proveedor B,Éxito,1655.0,92.0,21.76,6.0,21.0,89.68,-2.87,2.67
327.16,219.84,303.92,14.96,1.33,2.31,13.8,92.0,Satinado,Proveedor C,Éxito,1329.0,92.9,18.11,40.0,25.8,92.89,-3.01,3.42
408.91,210.86,400.88,18.36,5.89,0.3,7.67,206.75,Satinado,Proveedor A,Éxito,1556.0,91.5,16.73,22.0,19.9,92.28,-0.55,-3.87
324.59,187.91,201.54,10.34,3.54,1.57,7.85,227.99,Satinado,Proveedor C,Éxito,1279.0,90.9,14.83,44.0,20.2,96.14,-4.31,3.55
318.14,217.28,462.49,11.63,7.53,0.41,12.2,164.06,Brillante,Proveedor A,Éxito,1541.0,91.8,19.0,12.0,23.2,90.25,-1.0,-3.92
317.36,113.06,295.23,13.51,5.12,1.17,13.34,182.07,Mate,Proveedor A,Éxito,1617.0,91.2,17.29,23.0,23.7,92.28,0.87,3.48
313.35,216.7,459.99,11.08,3.0,1.9,8.6,191.9,Mate,Proveedor A,Éxito,1748.0,91.7,14.37,5.0,24.4,94.58,-2.66,-3.8
429.39,208.85,245.76,14.65,1.81,1.85,14.08,199.36,Brillante,Proveedor A,Éxito,1228.0,91.3,18.92,47.0,21.9,97.6,-1.93,-1.86
367.14,151.7,537.93,19.87,5.89,2.04,1.46,158.51,Satinado,Proveedor C,Éxito,1704.0,92.1,15.49,19.0,22.0,97.34,-2.18,1.38
415.05,144.44,431.52,15.83,9.21,1.85,14.41,87.45,Satinado,Proveedor C,Éxito,1433.0,92.6,17.9,42.0,27.3,93.61,4.14,2.09
583.35,147.39,458.81,6.85,3.21,1.2,5.67,55.46,Brillante,Proveedor C,Falla - Viscosidad Alta,1699.0,110.7,19.99,73.0,22.8,91.23,-2.64,2.82
372.1,169.86,428.38,13.37,3.25,0.28,14.65,159.27,Brillante,Proveedor A,Falla - Baja Estabilidad,1518.0,91.9,20.37,23.0,11.9,97.37,-0.27,3.99
320.52,258.06,83.62,5.56,9.16,3.0,7.87,172.71,Satinado,Proveedor A,Falla - Baja Adhesión,648.0,91.8,17.88,25.0,29.5,93.16,4.75,3.26
542.87,240.44,458.3,7.52,4.71,2.93,8.49,70.31,Satinado,Proveedor C,Falla - Viscosidad Alta,1535.0,118.1,21.54,28.0,24.5,89.32,-3.99,-0.32
476.68,139.95,474.67,10.99,4.0,2.11,1.95,65.72,Mate,Proveedor B,Éxito,1579.0,94.4,20.72,20.0,20.8,94.66,0.81,-2.0
414.26,219.53,584.93,9.87,5.66,1.03,6.55,261.79,Satinado,Proveedor B,Éxito,1621.0,91.5,17.83,45.0,18.7,91.29,-4.54,-1.94
315.4,137.5,553.53,7.58,4.44,2.89,6.39,95.79,Satinado,Proveedor B,Éxito,1838.0,93.2,18.91,36.0,27.3,90.82,-2.16,-3.38
308.7,127.56,486.9,7.5,1.41,1.35,9.98,174.73,Satinado,Proveedor A,Éxito,1820.0,91.9,14.18,20.0,14.8,92.41,0.11,-3.23
456.18,156.48,272.74,7.41,7.69,2.14,5.11,74.18,Mate,Proveedor B,Éxito,1574.0,92.4,19.03,19.0,24.4,95.32,3.21,-3.74
476.54,146.41,383.97,10.45,9.4,2.96,1.2,108.97,Brillante,Proveedor B,Éxito,1469.0,92.1,21.72,14.0,25.6,87.51,-2.76,4.52
355.76,241.95,335.77,8.59,2.65,0.96,6.69,118.51,Satinado,Proveedor B,Éxito,1536.0,92.4,17.27,32.0,21.1,93.11,-2.6,1.49
464.6,151.83,552.42,8.6,9.75,0.25,7.7,263.07,Satinado,Proveedor B,Éxito,1554.0,91.3,17.47,23.0,17.8,88.37,-2.52,-0.7
368.89,269.46,133.08,7.84,7.03,2.92,5.55,97.25,Mate,Proveedor C,Falla - Baja Adhesión,361.0,91.7,18.77,14.0,29.3,91.68,3.92,-1.54
345.36,241.95,213.04,6.74,7.72,1.5,3.3,256.1,Mate,Proveedor A,Éxito,1146.0,90.8,15.98,14.0,24.0,90.67,-4.32,0.61
560.68,134.24,329.63,15.16,7.67,1.39,2.49,37.49,Satinado,Proveedor B,Falla - Viscosidad Alta,1379.0,110.9,20.17,39.0,27.6,94.61,2.16,-1.35
443.65,134.57,318.0,12.56,1.54,1.75,11.99,158.67,Satinado,Proveedor A,Éxito,1381.0,91.7,19.53,39.0,16.4,90.12,-2.69,-1.1
460.69,192.68,571.69,7.05,6.7,0.28,11.44,50.91,Brillante,Proveedor B,Éxito,1722.0,95.2,20.9,75.0,15.2,92.73,-3.93,-1.17
422.12,186.11,343.89,6.54,2.74,2.82,7.99,284.36,Satinado,Proveedor B,Éxito,1486.0,91.0,20.47,22.0,21.5,94.65,3.06,-4.56
320.61,156.87,412.37,11.15,4.62,2.41,9.0,62.94,Satinado,Proveedor A,Éxito,1727.0,93.7,14.96,20.0,19.4,85.25,4.94,-0.51
480.05,129.04,304.39,8.74,5.79,2.28,3.2,93.38,Satinado,Proveedor A,Éxito,1383.0,92.3,21.18,49.0,21.1,90.35,4.59,1.04
474.37,162.61,265.23,9.46,4.27,2.16,6.4,127.43,Brillante,Proveedor A,Éxito,1501.0,91.9,22.34,70.0,19.0,86.31,-1.63,1.7
427.36,181.22,353.02,11.31,8.48,2.68,11.99,236.91,Satinado,Proveedor A,Éxito,1574.0,91.1,16.83,26.0,24.1,87.85,-1.8,2.73
312.98,248.76,326.3,6.21,9.35,2.64,4.75,85.98,Mate,Proveedor B,Éxito,1564.0,92.3,15.66,20.0,25.4,91.44,-1.56,1.54
438.44,187.96,556.32,17.1,7.9,2.53,13.23,299.32,Mate,Proveedor A,Éxito,1850.0,91.2,19.74,11.0,29.2,94.33,-4.75,-3.14
457.8,173.17,428.02,19.88,9.23,2.84,9.87,236.5,Mate,Proveedor A,Éxito,1599.0,91.3,21.39,16.0,27.2,89.56,0.44,-1.93
393.15,144.05,403.44,18.68,5.76,0.92,14.51,135.93,Mate,Proveedor C,Éxito,1419.0,92.0,16.39,15.0,22.8,88.8,1.67,-2.25
486.26,130.71,207.54,6.13,6.97,2.58,13.17,253.49,Satinado,Proveedor B,Éxito,1541.0,90.8,20.49,47.0,28.3,90.59,2.69,-2.03
339.72,162.93,535.09,13.26,2.45,2.83,14.14,52.24,Mate,Proveedor A,Éxito,1733.0,96.0,18.95,7.0,20.6,93.56,3.27,-1.41
487.33,162.73,254.17,12.31,5.98,0.58,5.85,270.58,Satinado,Proveedor A,Éxito,1353.0,90.9,21.06,18.0,24.2,86.08,4.48,3.04
333.12,167.57,315.02,15.46,4.52,2.47,5.78,139.83,Mate,Proveedor A,Éxito,1295.0,91.7,17.02,24.0,28.4,94.24,-1.82,1.57
446.49,118.24,264.73,16.92,3.79,1.82,10.72,207.98,Mate,Proveedor A,Éxito,1563.0,91.1,16.96,29.0,18.4,97.67,-3.05,3.86
454.78,138.54,435.41,8.36,4.19,1.53,8.4,171.74,Mate,Proveedor A,Éxito,1627.0,91.8,20.66,14.0,23.9,97.0,-3.96,2.04
396.79,170.02,200.54,14.89,9.17,0.34,3.54,211.77,Mate,Proveedor A,Éxito,1182.0,90.9,19.19,19.0,19.2,92.27,4.6,2.67
350.8,221.51,590.43,19.82,9.5,0.65,13.74,142.75,Brillante,Proveedor B,Éxito,1721.0,92.3,16.53,16.0,17.4,90.21,-0.77,2.2
416.15,228.98,269.07,13.16,7.98,0.71,12.64,138.17,Brillante,Proveedor A,Éxito,1227.0,91.6,19.48,44.0,17.7,96.08,4.83,2.19
491.36,162.53,373.42,9.12,5.8,1.77,5.53,73.58,Brillante,Proveedor C,Falla - Viscosidad Alta,1389.0,115.3,15.08,53.0,18.2,90.44,-0.33,0.07
457.04,118.09,481.31,13.95,6.81,1.81,8.68,160.23,Mate,Proveedor C,Éxito,1774.0,91.9,19.16,18.0,20.1,91.43,-1.72,-1.47
434.84,185.53,532.1,18.27,8.02,1.66,1.34,58.2,Mate,Proveedor A,Éxito,1803.0,94.2,21.61,16.0,27.3,86.43,4.96,-3.56
432.36,245.73,553.8,16.91,2.04,2.08,13.14,144.7,Brillante,Proveedor A,Éxito,1611.0,92.8,20.06,10.0,21.1,90.08,-0.68,2.04
145.11,201.17,300.33,13.73,4.86,0.19,10.42,256.52,Satinado,Proveedor C,Falla - Bajo Poder Cubriente,1391.0,91.1,3.13,41.0,18.4,85.79,-0.71,-0.74
493.97,232.49,303.19,18.1,0.51,2.4,4.11,105.52,Brillante,Proveedor B,Éxito,1388.0,93.0,18.09,57.0,18.2,94.07,2.38,-0.29
488.09,115.26,378.38,18.89,9.33,0.41,14.8,239.85,Brillante,Proveedor B,Éxito,1518.0,91.1,18.63,62.0,19.8,87.78,-2.16,1.3
517.66,203.81,406.48,11.21,6.81,2.44,6.71,62.49,Brillante,Proveedor B,Falla - Viscosidad Alta,1651.0,106.7,17.58,77.0,29.1,92.7,2.17,4.57
313.38,116.39,332.05,14.32,6.88,1.49,11.12,170.21,Brillante,Proveedor C,Éxito,1502.0,91.3,14.72,44.0,25.9,97.95,-2.34,1.16
359.98,249.23,561.36,18.22,8.26,2.97,9.37,109.09,Satinado,Proveedor A,Éxito,1510.0,92.8,19.4,15.0,30.0,87.19,-4.67,-3.37
477.28,120.89,510.51,15.12,1.57,1.73,6.53,217.76,Satinado,Proveedor A,Éxito,1664.0,91.7,22.25,37.0,24.0,88.39,-2.62,4.79
376.94,154.71,358.74,18.11,5.87,1.13,13.47,205.44,Satinado,Proveedor C,Éxito,1665.0,91.3,16.8,43.0,23.3,95.5,-0.1,4.27
459.02,117.15,353.34,19.05,4.89,0.53,13.67,168.8,Brillante,Proveedor C,Éxito,1686.0,91.6,21.1,68.0,23.6,88.91,-3.14,-2.96
340.58,185.32,457.87,10.57,4.72,0.8,10.86,161.94,Mate,Proveedor B,Éxito,1529.0,91.9,19.73,25.0,20.0,89.65,1.4,4.26
409.13,157.81,511.26,5.23,6.29,1.11,3.03,169.16,Satinado,Proveedor A,Éxito,1515.0,91.9,18.51,23.0,21.5,86.49,-2.41,4.42
407.15,214.84,220.11,15.2,7.25,1.11,6.59,140.54,Brillante,Proveedor B,Éxito,1272.0,91.4,16.42,48.0,27.0,95.18,0.3,-0.62
311.3,228.84,535.52,8.4,4.0,2.36,1.49,113.88,Brillante,Proveedor A,Éxito,1635.0,93.0,16.38,17.0,27.3,90.21,2.72,3.06
344.88,144.57,527.71,19.83,2.27,1.58,11.44,154.92,Satinado,Proveedor C,Éxito,1764.0,92.3,18.73,39.0,20.7,89.47,2.14,-4.31
392.36,164.81,412.99,8.44,6.47,1.26,8.7,236.56,Mate,Proveedor A,Éxito,1572.0,91.2,16.35,17.0,20.4,95.26,2.02,3.37
335.57,169.2,577.74,5.99,7.38,0.98,13.83,126.23,Satinado,Proveedor C,Éxito,1848.0,92.5,16.4,42.0,24.4,91.93,4.99,1.96
409.86,201.68,334.67,16.23,6.56,1.94,6.2,211.0,Mate,Proveedor B,Éxito,1560.0,91.3,20.06,25.0,26.1,94.29,3.55,-0.01
477.98,213.98,502.33,19.89,6.58,1.01,2.25,215.88,Mate,Proveedor C,Éxito,1636.0,91.7,21.05,7.0,20.1,87.53,-3.51,1.93
389.49,189.36,426.11,19.81,7.39,1.65,5.07,60.15,Brillante,Proveedor A,Éxito,1483.0,93.6,18.32,74.0,27.4,95.54,4.17,-4.25
374.67,135.9,295.13,5.25,8.74,1.18,6.31,109.58,Brillante,Proveedor B,Éxito,1411.0,91.7,16.09,61.0,24.2,97.81,-1.73,2.01
437.83,152.2,551.02,9.84,1.12,1.12,5.99,156.05,Satinado,Proveedor A,Éxito,1634.0,92.5,17.0,20.0,18.7,96.87,4.92,-1.82
450.48,178.3,425.9,14.34,3.63,2.46,7.14,270.69,Brillante,Proveedor B,Éxito,1655.0,91.2,19.5,71.0,24.7,88.37,2.96,4.48
342.09,270.73,94.81,8.68,1.56,1.98,7.77,73.0,Mate,Proveedor A,Falla - Baja Adhesión,537.0,94.6,17.45,9.0,21.2,87.28,-0.95,1.01
396.8,200.84,423.65,18.1,5.22,2.62,9.58,91.58,Brillante,Proveedor B,Éxito,1626.0,93.0,20.44,58.0,27.1,91.61,4.22,0.58
479.68,222.49,297.01,12.8,1.14,0.81,8.26,57.61,Brillante,Proveedor B,Éxito,1282.0,94.9,18.25,22.0,17.7,90.43,0.58,-1.57
427.94,167.81,402.16,9.65,8.51,0.94,10.84,57.17,Satinado,Proveedor A,Éxito,1704.0,93.4,21.37,29.0,20.2,85.27,1.84,2.61
476.22,232.08,562.17,6.91,9.07,2.39,10.29,217.2,Mate,Proveedor B,Éxito,1667.0,91.7,19.83,19.0,24.2,96.05,0.5,0.12
380.75,137.26,211.86,5.93,4.01,1.9,4.63,50.02,Satinado,Proveedor B,Éxito,1220.0,93.2,20.29,18.0,19.6,93.75,4.16,-2.67
365.32,180.29,214.53,8.71,4.8,1.66,6.3,99.82,Mate,Proveedor B,Éxito,1223.0,91.9,18.27,22.0,19.8,88.44,0.39,-2.49
439.9,194.09,451.29,8.69,5.15,1.58,2.31,218.62,Brillante,Proveedor C,Éxito,1744.0,91.5,16.92,22.0,19.1,92.78,-3.76,2.65
321.16,195.95,598.37,19.17,6.7,1.06,2.14,251.73,Brillante,Proveedor C,Éxito,1733.0,91.5,15.36,16.0,26.8,94.94,2.57,-3.09
483.18,225.23,546.32,11.56,8.17,0.25,3.52,272.82,Mate,Proveedor A,Éxito,1720.0,91.4,18.41,14.0,26.2,97.11,1.7,-3.12
348.08,197.26,593.48,17.05,4.93,1.72,11.5,127.1,Mate,Proveedor B,Éxito,1881.0,92.8,18.76,9.0,23.9,93.0,-0.1,4.24
350.85,101.33,241.84,7.31,6.49,0.34,5.01,63.28,Mate,Proveedor B,Éxito,1342.0,92.3,17.09,13.0,16.2,94.63,-1.94,3.41
536.36,194.32,388.7,5.1,7.72,0.84,2.39,45.29,Brillante,Proveedor A,Falla - Viscosidad Alta,1670.0,119.0,20.52,27.0,19.0,93.45,-4.72,3.87
478.39,214.16,259.18,12.59,9.59,0.46,12.05,58.76,Brillante,Proveedor A,Falla - Baja Estabilidad,1360.0,92.7,18.55,72.0,10.2,95.13,0.54,1.12
391.96,326.5,138.07,10.72,1.25,2.37,12.38,102.92,Brillante,Proveedor B,Falla - Baja Adhesión,139.0,92.5,17.56,76.0,18.3,89.95,0.71,-1.44
403.0,158.12,250.13,6.76,5.13,0.6,14.12,58.64,Mate,Proveedor C,Éxito,1319.0,93.0,19.64,23.0,24.2,97.58,-0.1,-3.66
513.48,167.24,502.96,15.4,9.04,2.34,12.37,64.29,Satinado,Proveedor C,Falla - Viscosidad Alta,1645.0,114.3,21.82,41.0,23.0,92.2,-4.08,-4.94
395.49,111.62,429.68,16.68,5.69,0.65,3.06,253.65,Brillante,Proveedor B,Éxito,1567.0,91.2,16.43,23.0,21.6,85.75,-4.61,-0.73
325.91,244.22,396.82,8.24,0.64,0.85,12.44,223.36,Mate,Proveedor C,Éxito,1570.0,91.5,18.64,16.0,20.2,95.3,-1.64,-0.17
197.2,273.2,552.46,7.97,6.65,0.59,10.45,145.2,Mate,Proveedor C,Falla - Bajo Poder Cubriente,1770.0,92.3,4.41,22.0,23.3,87.93,-2.4,-0.29
456.0,211.89,473.6,9.18,2.84,0.84,11.11,228.78,Satinado,Proveedor C,Éxito,1570.0,91.6,17.43,31.0,18.6,86.22,-0.9,-3.29
401.78,208.05,211.16,14.59,1.94,2.81,1.93,286.23,Satinado,Proveedor C,Éxito,1224.0,90.8,20.33,26.0,27.0,85.52,-2.47,4.43
575.05,202.86,379.7,9.13,4.17,1.83,12.36,70.74,Mate,Proveedor A,Falla - Viscosidad Alta,1551.0,115.2,15.34,7.0,26.2,92.84,0.61,0.24
452.91,235.81,374.56,5.29,7.52,1.68,5.92,89.8,Brillante,Proveedor A,Éxito,1366.0,92.7,21.91,11.0,19.0,91.16,-4.97,-1.57
108.12,315.11,317.37,14.88,8.67,1.5,2.71,218.28,Mate,Proveedor A,Falla - Bajo Poder Cubriente,1296.0,91.1,1.88,26.0,23.9,94.55,1.4,4.85
414.25,180.95,210.98,8.03,1.95,1.88,1.21,240.01,Satinado,Proveedor A,Éxito,1276.0,91.0,20.53,27.0,16.9,95.3,3.65,-2.61
427.73,147.95,464.76,10.31,8.53,0.88,6.62,256.84,Mate,Proveedor A,Éxito,1729.0,91.2,18.97,6.0,24.1,87.6,1.23,-2.03
411.59,139.06,456.8,9.08,6.4,0.75,4.96,95.9,Mate,Proveedor C,Éxito,1692.0,92.8,20.88,16.0,25.6,88.57,-0.63,4.9
391.04,169.75,201.85,8.71,3.07,0.85,6.11,226.78,Satinado,Proveedor C,Éxito,1332.0,91.0,17.18,30.0,24.2,89.94,-1.58,3.88
387.24,145.25,492.91,8.9,9.71,1.02,6.07,144.83,Satinado,Proveedor A,Éxito,1581.0,91.9,16.64,27.0,24.2,94.2,4.46,1.18
335.25,163.93,391.78,18.57,6.64,2.61,5.59,63.6,Mate,Proveedor C,Éxito,1366.0,93.2,18.33,18.0,25.7,86.82,-0.38,1.85
319.76,237.19,444.85,5.68,5.36,2.35,13.69,278.97,Brillante,Proveedor B,Éxito,1674.0,91.2,14.98,29.0,26.9,94.03,4.74,2.95
200.62,310.16,521.1,16.83,8.46,0.16,4.28,292.95,Satinado,Proveedor B,Falla - Bajo Poder Cubriente,1655.0,91.1,1.58,46.0,20.7,86.15,-1.36,-3.83
426.99,184.9,523.49,12.82,3.52,0.84,14.03,177.48,Mate,Proveedor C,Éxito,1666.0,92.1,20.27,17.0,22.8,93.07,-0.19,-4.26
428.78,247.99,486.19,17.6,2.41,0.85,4.84,253.72,Mate,Proveedor B,Éxito,1736.0,91.5,20.7,8.0,22.7,97.85,4.91,1.84
139.2,346.13,256.38,17.39,3.69,1.25,3.99,298.65,Mate,Proveedor B,Falla - Bajo Poder Cubriente,1486.0,90.9,6.73,27.0,16.6,89.82,1.89,-0.5
337.1,250.55,198.5,12.72,8.03,1.62,10.34,296.08,Brillante,Proveedor A,Falla - Baja Adhesión,357.0,90.8,16.57,10.0,22.9,97.76,-2.17,3.75
457.24,197.79,366.98,18.19,8.86,1.39,7.85,280.43,Mate,Proveedor A,Éxito,1365.0,91.0,19.07,23.0,19.9,94.7,-3.01,-1.2
453.86,194.59,554.71,11.43,8.32,0.29,7.23,45.8,Brillante,Proveedor C,Falla - Viscosidad Alta,1814.0,117.6,17.67,78.0,23.7,87.4,-1.12,-3.74
482.63,205.11,296.39,13.06,3.77,1.88,1.02,221.87,Mate,Proveedor B,Éxito,1511.0,91.3,18.58,24.0,27.1,93.03,-2.8,1.19
399.55,220.12,572.33,10.8,1.32,2.75,5.39,291.2,Brillante,Proveedor A,Éxito,1558.0,91.5,19.09,41.0,20.2,94.67,-1.65,-3.24
181.89,255.38,371.01,12.9,4.32,0.83,7.0,171.88,Mate,Proveedor B,Falla - Bajo Poder Cubriente,1430.0,91.6,3.95,25.0,16.6,86.55,-2.08,4.44
234.19,208.32,358.16,6.86,5.06,0.42,1.27,257.17,Mate,Proveedor C,Falla - Bajo Poder Cubriente,1685.0,91.1,5.49,16.0,18.8,96.19,-4.19,3.48
553.75,134.67,333.98,19.51,0.8,2.83,11.43,55.43,Mate,Proveedor A,Falla - Viscosidad Alta,1579.0,118.1,21.11,9.0,19.9,87.76,3.58,-2.89
499.08,197.16,489.17,17.52,1.04,2.67,5.65,134.97,Satinado,Proveedor A,Éxito,1779.0,92.9,19.26,39.0,18.3,88.18,4.92,2.31
424.91,147.14,387.34,6.24,2.58,0.69,1.19,119.75,Satinado,Proveedor A,Éxito,1574.0,92.4,21.03,47.0,20.1,86.15,-2.11,0.19
432.3,143.18,405.44,11.23,9.25,2.89,1.49,143.56,Satinado,Proveedor C,Éxito,1387.0,91.7,20.22,40.0,31.1,91.79,4.78,3.24
449.27,215.68,568.12,17.74,7.43,1.15,1.92,148.15,Satinado,Proveedor C,Éxito,1585.0,92.4,18.97,46.0,26.1,93.03,-4.06,0.6
375.03,220.13,493.48,7.69,2.98,0.49,4.24,282.19,Satinado,Proveedor B,Éxito,1573.0,91.3,19.12,17.0,19.8,92.54,-3.68,-2.21
343.63,137.38,302.34,17.74,1.27,2.24,9.17,205.38,Satinado,Proveedor C,Éxito,1496.0,91.2,15.07,38.0,23.9,90.8,-2.9,2.32
399.73,172.5,248.56,10.14,3.22,2.97,4.99,276.81,Satinado,Proveedor B,Éxito,1522.0,90.9,20.81,40.0,29.0,95.13,-4.22,-1.39
422.14,196.56,431.96,7.26,7.43,1.33,5.25,53.67,Brillante,Proveedor A,Éxito,1391.0,94.0,19.95,30.0,20.2,92.79,-3.44,4.93
455.29,154.67,560.04,18.21,5.64,1.15,5.89,59.26,Mate,Proveedor A,Éxito,1739.0,94.8,20.23,7.0,23.9,93.49,-3.16,-4.38
581.18,228.47,310.32,6.12,5.06,0.68,7.87,37.7,Brillante,Proveedor A,Falla - Viscosidad Alta,1477.0,115.7,16.88,39.0,18.9,88.08,-3.5,-2.98
312.25,127.07,270.14,6.43,2.8,2.85,11.19,107.97,Mate,Proveedor A,Éxito,1437.0,91.9,15.12,17.0,21.1,95.48,-0.67,-0.3
403.69,118.62,375.74,12.13,8.14,1.85,13.44,155.93,Brillante,Proveedor C,Éxito,1652.0,91.5,16.75,19.0,27.0,91.64,4.11,-3.7
481.83,178.71,280.48,14.99,0.86,0.56,13.89,277.97,Satinado,Proveedor B,Éxito,1500.0,91.0,17.76,22.0,21.9,94.76,3.87,2.01
497.09,127.99,344.68,14.35,8.98,1.74,10.45,291.35,Mate,Proveedor A,Éxito,1532.0,90.9,22.78,12.0,24.0,93.12,2.8,3.14
352.36,398.93,183.15,18.87,1.55,1.73,10.52,239.16,Brillante,Proveedor C,Falla - Baja Adhesión,766.0,91.7,15.83,44.0,17.3,86.68,-4.0,-1.19
436.01,237.87,560.8,14.61,2.23,1.95,9.7,181.13,Brillante,Proveedor B,Éxito,1667.0,92.3,17.92,45.0,26.0,92.28,-4.46,1.49
416.17,183.57,371.07,13.23,5.92,0.44,16.14,175.58,Brillante,Proveedor C,Falla - Baja Estabilidad,1641.0,91.6,18.94,38.0,7.2,97.71,-0.94,4.27
487.67,189.89,273.58,17.3,8.48,0.12,12.88,291.83,Satinado,Proveedor C,Éxito,1372.0,90.9,20.4,22.0,24.2,97.13,1.28,4.06
303.69,159.77,405.13,15.07,3.72,1.3,10.15,122.93,Satinado,Proveedor B,Éxito,1700.0,92.2,14.12,45.0,22.0,87.9,-3.23,-3.29
392.4,121.59,232.31,5.31,7.61,0.13,1.4,263.12,Brillante,Proveedor A,Éxito,1299.0,90.8,16.58,31.0,16.9,93.6,-0.5,-1.99
351.97,141.03,594.34,14.31,6.32,1.43,8.51,66.54,Satinado,Proveedor A,Éxito,1790.0,94.2,18.25,35.0,25.1,88.37,-2.45,1.57
418.72,216.92,333.22,13.46,4.65,2.83,13.86,132.37,Mate,Proveedor C,Éxito,1351.0,92.0,17.78,20.0,22.9,88.33,1.11,-2.62
460.88,141.95,491.99,12.9,3.92,2.85,14.56,56.71,Mate,Proveedor C,Éxito,1727.0,95.0,20.99,16.0,21.4,94.99,0.73,-3.83
520.95,234.74,395.11,9.65,5.18,0.3,11.24,51.67,Satinado,Proveedor B,Falla - Viscosidad Alta,1589.0,114.5,17.42,41.0,23.7,91.09,4.8,0.49
314.29,147.25,550.81,10.83,3.02,2.45,14.89,160.32,Satinado,Proveedor A,Éxito,1641.0,92.2,15.31,48.0,25.5,85.43,4.39,1.61
321.49,241.75,279.77,12.56,3.67,2.0,2.35,119.3,Mate,Proveedor A,Éxito,1465.0,92.0,15.15,14.0,21.6,89.2,-1.96,-1.09
333.49,240.35,371.02,6.36,0.61,2.42,8.34,255.41,Brillante,Proveedor A,Éxito,1507.0,91.3,18.6,52.0,20.4,92.34,-1.29,-4.04
332.43,159.43,510.47,7.99,8.63,1.78,6.1,194.99,Brillante,Proveedor C,Éxito,1488.0,91.6,15.6,22.0,22.6,96.05,2.44,-2.56
385.95,171.63,513.24,18.21,1.92,0.79,2.82,54.67,Mate,Proveedor B,Éxito,1815.0,96.0,17.98,16.0,14.4,93.93,3.4,-0.96
380.97,193.17,378.35,12.95,2.22,0.36,13.77,105.76,Satinado,Proveedor A,Falla - Baja Estabilidad,1626.0,92.8,19.27,35.0,10.8,88.91,2.51,4.1
463.13,211.53,394.33,7.62,2.57,1.84,12.03,225.85,Satinado,Proveedor C,Éxito,1419.0,91.5,20.47,39.0,21.6,96.3,-4.4,2.78
354.96,200.58,347.3,6.98,2.73,0.87,9.54,169.05,Brillante,Proveedor A,Éxito,1571.0,91.7,15.86,71.0,20.9,95.47,3.08,-3.01
438.26,158.59,259.46,18.98,5.3,2.4,11.84,161.92,Mate,Proveedor A,Éxito,1495.0,91.4,17.03,14.0,25.0,96.36,-4.04,1.15
426.65,128.59,500.29,17.78,9.98,0.84,6.74,73.06,Brillante,Proveedor C,Éxito,1525.0,93.0,18.46,15.0,18.5,94.41,0.12,-2.24
381.35,185.85,230.25,12.61,6.37,1.09,3.98,275.79,Brillante,Proveedor C,Éxito,1333.0,90.8,16.67,65.0,18.4,93.64,-2.13,-3.2
